0,1,2
10,"닥터옥토버스가 토비에게 ""다컸구나 잘지냈니?"" 는 어린시절 스파이더맨보고자란 사람들에게 하는말 같았고 토비의 ""애쓰고있죠"" 또한 내 상황에 너무 잘들어맞아 울컥했다",스파이더맨: 노 웨이 홈
10,개인적으로 그린 고블린이 살렸다,스파이더맨: 노 웨이 홈
10,원하는거 다 보여줌 ㅋㅋㅋㅋ,스파이더맨: 노 웨이 홈
8,계속 잔상처럼 남아있는 앤드류가 떨어지는 MJ를 구하고 나서 눈물 맺힌 눈,스파이더맨: 노 웨이 홈
10,가능하면 여분의 팬티를 챙겨가세요,스파이더맨: 노 웨이 홈
10,??? : 암세포도 생명이다,스파이더맨: 노 웨이 홈
10,You are amazing!,스파이더맨: 노 웨이 홈
10,"수많은 빌런들의 등장으로 스토리가 중구난방이 될까 걱정했지만,그들의 등장은 레전드 장면을 위한 빌드업이었다.",스파이더맨: 노 웨이 홈
10,이건 스파이더맨 팬들을 향한 눈물나는 선물같은 영화 ㅠㅠ,스파이더맨: 노 웨이 홈
10,어벤저스에서 선배들과 조별과제를 해본 피터 파커의 하드캐리 명작,스파이더맨: 노 웨이 홈
10,우리는 스파이더맨’들’을 사랑해,스파이더맨: 노 웨이 홈
10, 스포 당하기 전에 얼른 보세요.개인적으로 이 영화는 엔드게임과 비등합니다.,스파이더맨: 노 웨이 홈
10,그동안 안죽고 열심히 살길 잘했다,스파이더맨: 노 웨이 홈
10,톰의 스파이더맨이 이렇게 끝나도 완벽했다고 할정도로 스토리라인 넘좋았음 하지만 3편 연장계약ㅋㅋㅋㅋ톰스파 영원하자,스파이더맨: 노 웨이 홈
10,엔딩크레딧 올라가는 와중에도 계속 울었네요. mcu 입문 계기가 시빌워 스파이더맨 등장이었을 만큼 예전부터 스파이더맨을 좋아했고 지금도 좋아합니다. 후회없으실 거예요. 스파이더맨을 사랑하는 사람들이라면 울지 않을 수 없게 만드는 요소가 가득합니다. 최근들어 가장 값지게 ...</span>,스파이더맨: 노 웨이 홈
10,모두에게 잊혀지더라도 원래 도와주던 자리로 돌아가는구나..,스파이더맨: 노 웨이 홈
10,진짜 이터널스보고 찢겨진 내 영혼.. 이걸로 회복했네요.. 텍마머니..모든 스파이더맨의 정수가 담겨있음,스파이더맨: 노 웨이 홈
10,감독 : 여러분이 뭘 좋아하실지 몰라서 그냥 다 준비했습니다.,스파이더맨: 노 웨이 홈
10,아놔 기대 하고 갔는데.... 기대를 훌쩍 뛰어넘는 ㅠ,스파이더맨: 노 웨이 홈
10,스파이더맨 : 엔드게임,스파이더맨: 노 웨이 홈
8,그린고블린이 캐리한 영화다. 샌드맨은 갱생했단 놈이 갑자기 주인공 공격하고 앉았는데 납득이 좀 안갔음,스파이더맨: 노 웨이 홈
8,모든 스파이더맨 시리즈를 보아온 사람에게는 선물과도 같은 영화,스파이더맨: 노 웨이 홈
7,버튼 눌렀으면 이모 죽을 일도 없잖아....중간에 좀 답답함,스파이더맨: 노 웨이 홈
10,큰 힘엔 큰 책임이 따른다,스파이더맨: 노 웨이 홈
10,여러분의 기대 이상입니다.,스파이더맨: 노 웨이 홈
10,앤드류가 mj 구할때 그 장면을 잊지 못하겠다. 아니 근데 톰 연기 왜이렇게 늘었어,스파이더맨: 노 웨이 홈
9,덕후들 심장 터지게 하려고 이갈고 만든 영화..레전드로 남을듯,스파이더맨: 노 웨이 홈
10,역시 믿고보는 스파이더맨 시리즈,스파이더맨: 노 웨이 홈
8,그웬 오마주 장면 하나만으로도.,스파이더맨: 노 웨이 홈
9,애새1기더맨의 홀로서기 성공,스파이더맨: 노 웨이 홈
8,초반 스파이더맨의 선택에 갸우뚱하지만 그런 선택이 스파이더맨의 존재이유였다.,스파이더맨: 노 웨이 홈
10,스파이더맨의 완성 그냥 미쳤음,스파이더맨: 노 웨이 홈
10,그냥 미쳤어요.. 집가서 스파이더맨 시리즈 다시볼거야 ㅠㅠ,스파이더맨: 노 웨이 홈
10,마침내 왜구와 헤어질 결심…,한산: 용의 출현
10,조선이 그렇게 만만합니까?,한산: 용의 출현
9,이렇게 짜릿한 승리의 기록을 영화로 두고두고 남기지 않을 이유가 있을까 전략의 힘도 있지만 배 안에서 노를 젓던 민초들의 땀방울을 기억하라,한산: 용의 출현
10,이건 무조건 극장에서 봐야함,한산: 용의 출현
10,일본 사람들은 이 재미를 알까,한산: 용의 출현
10,"하늘엔 탑건, 바다엔 한산. 웅장함과 벅찬 감동은 덤이네요. 부모님과 한 번 더 봐야겠네요.",한산: 용의 출현
10,"박해일이 연기한 이순신 감명 깊었습니다,, 거북선 등장할 때 소름!",한산: 용의 출현
10,후반을 위한 빌드업이 흥미진진했고 전투씬 자체만으로 극장에서 볼 가치는 충분,한산: 용의 출현
10,진짜 이 영화에 얼마나 정성을 쏟았는지 그 노력에 박수를 쳐주고 싶다. N차각,한산: 용의 출현
10,"욜라 재밌네, 학익직은 무조건 큰 스크린에서 봐야되네 무조건이다 !!",한산: 용의 출현
10,마침내 왜구와 헤어질 결심…,한산: 용의 출현
10,조선이 그렇게 만만합니까?,한산: 용의 출현
9,이렇게 짜릿한 승리의 기록을 영화로 두고두고 남기지 않을 이유가 있을까 전략의 힘도 있지만 배 안에서 노를 젓던 민초들의 땀방울을 기억하라,한산: 용의 출현
10,이건 무조건 극장에서 봐야함,한산: 용의 출현
10,일본 사람들은 이 재미를 알까,한산: 용의 출현
10,"하늘엔 탑건, 바다엔 한산. 웅장함과 벅찬 감동은 덤이네요. 부모님과 한 번 더 봐야겠네요.",한산: 용의 출현
10,"박해일이 연기한 이순신 감명 깊었습니다,, 거북선 등장할 때 소름!",한산: 용의 출현
10,후반을 위한 빌드업이 흥미진진했고 전투씬 자체만으로 극장에서 볼 가치는 충분,한산: 용의 출현
10,진짜 이 영화에 얼마나 정성을 쏟았는지 그 노력에 박수를 쳐주고 싶다. N차각,한산: 용의 출현
10,"욜라 재밌네, 학익직은 무조건 큰 스크린에서 봐야되네 무조건이다 !!",한산: 용의 출현
10,공조2는 눈호강 오지게 하다 나옴.. 현빈&amp;헤니 진짜 가슴 벅차게 잘생겼슴니다... 그 둘 얼굴이 줄거리고 장르.. 둘 전신 샷 나올 때마다 행복해요 진짜 액션 시원시원하고 그냥 현빈이 너무 멋있어ㅠㅠㅠ 잭 폴리스 옷 입었을 때 잡혀가고 싶었어요 추석 때 가족들끼리 가볍게 보기 좋은 ...</span>,공조2: 인터내셔날
10,묵직했던 전편에 비해 이번엔 더 시원한 액션과 유쾌한 큰웃음까지 다 담긴 속편,공조2: 인터내셔날
10,와 이렇게 재밌어서 중간에 한 번도 시계 안 본 한국 영화는 ㄹㅇ 몇년만이다. 현빈 진짜 멋있고 진선규 연기가 진심 미쳤음;; 보다가 연기에 감탄함. 대추천. 간만에 돈 안 아까운 영화.,공조2: 인터내셔날
10,하아 현빈 …. 현빈 현빈,공조2: 인터내셔날
10,아 진짜 3도 나와라~~,공조2: 인터내셔날
10,"굉장히 재밌네요ㅎㅎㅎ 윤아 감초역할 톡톡히하고, 다니엘과 현빈 비주얼 무엇...ㅎㅎㅎ 갠적으로 시즌1보다 더 웃겨요.추석때 부모님들과 보기 딱 좋을듯요",공조2: 인터내셔날
10,1편보다 더 웃김ㅋㅋㅋ 배우들이 더 친해져서 그런가 확실히 더 재밌음,공조2: 인터내셔날
10,웃느라 바쁘고 액션에 미친다!,공조2: 인터내셔날
10,윤아 현빈 유해진 조합은 사랑스러움입니다! 추석에 가족끼리 보기 딱좋음~!,공조2: 인터내셔날
10,아는 맛이 무섭다! 삼각 공조? 웃음도 삼각으로 빵빵 터짐,공조2: 인터내셔날
10,공조2는 눈호강 오지게 하다 나옴.. 현빈&amp;헤니 진짜 가슴 벅차게 잘생겼슴니다... 그 둘 얼굴이 줄거리고 장르.. 둘 전신 샷 나올 때마다 행복해요 진짜 액션 시원시원하고 그냥 현빈이 너무 멋있어ㅠㅠㅠ 잭 폴리스 옷 입었을 때 잡혀가고 싶었어요 추석 때 가족들끼리 가볍게 보기 좋은 ...</span>,공조2: 인터내셔날
10,묵직했던 전편에 비해 이번엔 더 시원한 액션과 유쾌한 큰웃음까지 다 담긴 속편,공조2: 인터내셔날
10,와 이렇게 재밌어서 중간에 한 번도 시계 안 본 한국 영화는 ㄹㅇ 몇년만이다. 현빈 진짜 멋있고 진선규 연기가 진심 미쳤음;; 보다가 연기에 감탄함. 대추천. 간만에 돈 안 아까운 영화.,공조2: 인터내셔날
10,하아 현빈 …. 현빈 현빈,공조2: 인터내셔날
10,아 진짜 3도 나와라~~,공조2: 인터내셔날
10,"굉장히 재밌네요ㅎㅎㅎ 윤아 감초역할 톡톡히하고, 다니엘과 현빈 비주얼 무엇...ㅎㅎㅎ 갠적으로 시즌1보다 더 웃겨요.추석때 부모님들과 보기 딱 좋을듯요",공조2: 인터내셔날
10,1편보다 더 웃김ㅋㅋㅋ 배우들이 더 친해져서 그런가 확실히 더 재밌음,공조2: 인터내셔날
10,웃느라 바쁘고 액션에 미친다!,공조2: 인터내셔날
10,윤아 현빈 유해진 조합은 사랑스러움입니다! 추석에 가족끼리 보기 딱좋음~!,공조2: 인터내셔날
10,아는 맛이 무섭다! 삼각 공조? 웃음도 삼각으로 빵빵 터짐,공조2: 인터내셔날
8,영화끝나고 여친에게 현빈이좋냐 다니엘이좋냐 물었습니다. 0.01초의 고민없이 현빈을 외치더군요. 내심 '오빠가 더좋지' 라는답변을 기대했는데 현실은 냉혹합니다,공조2: 인터내셔날
8,"철령 , 민영 계속 보고 싶네",공조2: 인터내셔날
10,유해진 애드립 때문에 또 보고싶음... 자꾸 무방비 상태에서 터지게됨.. 후 애드립인지 찐연기인지 모르겠으나 그냥 아묻따 또 보고싶다고욬ㅋㅋㅋ,공조2: 인터내셔날
10,"남친이랑 오늘 보고옴.. 현빈 개존잘ㅠㅠㅠ마지막 대사가 너무 좋았음..""껄떡대지말라우~""공조3 나왔을때는 철령이랑 민영이 이어졌으면 좋겠누",공조2: 인터내셔날
10,핵꿀잼ㅋㅋㅋ윤아 왤케 귀엽냐 1편보다 재밌었음,공조2: 인터내셔날
8,현빈 존잘 .... 다니엘 존잘 ....  유해진 인성 좋으신분 ....,공조2: 인터내셔날
10,1편보다 더 코미디임 현빈 진지한 얼굴로 드립치는데 진짜 유잼이다,공조2: 인터내셔날
10,아무생각 없이 볼 수 있는 킬링타임용인데 임윤아가 너무 이뻐서 눈호강은 제대로 할수있음,공조2: 인터내셔날
10,범죄도시2를 제일 재미있게 본줄알았는데 공조2 보고 생각이 바뀜,공조2: 인터내셔날
10,껄떡데지 말고 당장 영화 보로 가라우,공조2: 인터내셔날
10,재미이서요 임윤아 짱짱짱,공조2: 인터내셔날
10,ㅋㅋㅋ그래서 3편은 언젠데요?,공조2: 인터내셔날
9,공조3 보고싶어요 ㅠㅠㅠ,공조2: 인터내셔날
10,진짜 공조가 하반기 극장 다 찢었다.... 명절 4일동안 하루 3회씩 달리면 민영이 가질 수 있나요ㅠㅠ,공조2: 인터내셔날
10,보는 내내 기분 좋은 웃음이 극장을 가득 채우니까 기분 힐링~ 배우들이 합이 좋으니까 아주 날아다님 ㅋㅋㅋㅋ 특히 윤아.. 가 다했다!!,공조2: 인터내셔날
9,재밌습니다시원시원하고 웃기기도 하고 돈안아깝습니다,공조2: 인터내셔날
10,"개인적으로 1보다 재밌게 봤습니다 액션,코믹 둘다 잡아서 딱 명절에 나오기 좋은 영화",공조2: 인터내셔날
10,공조2 현빈 다니엘 윤아 비주얼존잘 눈도 행복했고 반전스토리도 재밌었고 2시간 내내 너무 재밌음! 보고나오자마다 또 보고싶음! 다만 스토리상 윤아의 나이트클럽 댄스씬은 재미요소로만 넣은 것으로 보여 쌩뚱 맞긴 했음! 남자관객을 위한 것쯤으로 이해함. 어쨌든 강추!,공조2: 인터내셔날
10,나도 실비보험이나 들어놔야겠다,공조2: 인터내셔날
10,존잼이다 추석 짧아서 화난 내 마음 가라앉히기 충분쓰 개 존잼 돈 안아까운 영화,공조2: 인터내셔날
10,"현빈 액션도 좋았지만 윤아, 다니엘헤니 사이에서 은근 웃겼음 ㅋㅋ 역시 공조 1편도 그랬지만 중간중간 웃음이 가득한 영화라 친구랑 간만에 깔깔거리고 웃고 나왔어요 ㅋㅋㅋ 엔딩 쿠키영상 꼭 다 보세요 ㅋㅋ",공조2: 인터내셔날
10,"유해진, 현빈, 다니엘 헤니의 공조 최고입니다!!그리고 임윤아 배우의 분량이 공조1보다 늘어나고능청스런 연기가 더해져 서너무 좋았어요.",공조2: 인터내셔날
10,이런거 보고 싶었음ㅠ 유쾌하고 빵터지는!!! 존잼임,공조2: 인터내셔날
10,배우들 얼굴이 유잼임 다니엘헤니 활동 좀 많이 해주세요~!,공조2: 인터내셔날
10,다음생엔 손예진으로...  현빈짱,공조2: 인터내셔날
10,커피 음료 잔뜩먹어서 화장실가야되는데 어느 한순간도 루즈하거나 갔다와도 될만한 타이밍을 못잡아서 방광 터질뻔했어요. 진실로,공조2: 인터내셔날
1,보다가 나갈뻔 했습니다.뻔한 전개에 억지웃음유발에 이게 왜 평점이 높은지 모르겠네요.,공조2: 인터내셔날
10,불필요하게 잔인하고 답답한 부분없이 시원시원한 스토리와 액션에 시간가는 줄 모르고 재밌게봤어요!!!,공조2: 인터내셔날
10,"현빈, 다니엘 헤니 넘 잘생겼고 윤아, 유해진 너무 웃겨욬ㅋㅋ 배우 분들 다 배역 잘 어울리고 연기 잘하세요 강추드립니다!",공조2: 인터내셔날
10,가족끼리 너무 보기 좋은 영화ㅎㅎ오랜만에 극장에서 크게 웃고 나왔습니다,공조2: 인터내셔날
8,웃겨요 ㅋ 전개가 어딘지모르게 느리지만 추석때 가족단위로 볼만합니다.진선규배우 짱짱맨!,공조2: 인터내셔날
5,배우들 좋았지만 영화 자체는 좀 실망스러움,공조2: 인터내셔날
10,다니엘헤니 .현빈  넘 잘생겼고  진선규연기  완전 잘함 멋져요.진선규님 팬 될것 같아요.  응원하겠습니다.^^,공조2: 인터내셔날
10,주인공 외모만 봐도 재밌는 영화,공조2: 인터내셔날
10,시원시원한 액션에 웃기고 잼낫음,공조2: 인터내셔날
10,개존잼 개존잘,공조2: 인터내셔날
8,작정하고 웃자고 만든 영환데 뭐 이정도면 되지 않나? 가벼운 마음으로 가족끼리 웃으며 볼 수 있는 영화,공조2: 인터내셔날
10,짜릿함. ...얼굴이! 현빈 액션 미쳤음 걍.. 좋다..영화관 안에서 거의 모든사람들이 웃음 포인트 나올때마다 크게 웃는걸 보면 나만 재밌었던건 아닌것 같음. 유해진이면 끝났지 뭐. 별로라는 사람들은 여기서 뭘 더 바라는지는 모르겠지만 시간가는줄모르게 재밌게 봤음 재밌어! 재밌어! 현빈!...</span>,공조2: 인터내셔날
8,공조1은 안 보고 공조2만 봤는데 1을 안 봐도 충분히 재미있게 볼 수 있는 영화예요! 윤아랑 장영남이 특히 너무 재밌고 진선규 유해진 현빈 다니엘헤니 액션도 좋아요 그런데 몇몇 웃음포인트는 정말 재밌고 몇몇포인트는 유치하고 뻔한 느낌이 들어서 아쉬워요 그리고 진선규가 맡은 ...</span>,공조2: 인터내셔날
8,무겁지 않고 유쾌하니 좋았다,공조2: 인터내셔날
10,공조1보다 더 재미있고 액션도 화려하네요윤아가 코믹 역할을 너무 잘 해서 많이 웃었어요..현빈 헤니 유해진씨 연기도 굿굿,공조2: 인터내셔날
10,현빈 다니엘헤니 너무 잘생겼어요 얼굴만봐도 미소지어지는 잘생김^^,공조2: 인터내셔날
10,웃기고 재밌네요. 공조3도 만들어주세요,공조2: 인터내셔날
9,현빈이 잘생겼고 다니엘 헤니가 잘생겼어요 얼굴만 봐도 웃음이 나네...?,공조2: 인터내셔날
10,전편보다 훨씬 더 유쾌해졌는데 액션은 더 화려해진 것 같네요가볍게 웃으면서 보기 좋은 영화였습니다,공조2: 인터내셔날
8,재밌게 봤습니다. 추석가족영화로 좋습니다.,공조2: 인터내셔날
7,다니엘 헤니 진짜 잘생겼다,공조2: 인터내셔날
10,가족끼리 보기에 최적이다 2시간 동안 웃느라 정신없었네 ㅠㅠ,공조2: 인터내셔날
7,완성도가 대단치는 않지만 가볍게 생각없이 보기 나쁘지 않은 오락영화.,공조2: 인터내셔날
8,잘만든 오락영화 추석 연휴 개봉시기도 적절,공조2: 인터내셔날
10,범죄도시보다 훨씬 더 재밌네요왜이렇게 평점이 낮은지 모르겠지만 진짜 너무 재밌게 봤구요 개인적으로 1보다 더 낫습니다,공조2: 인터내셔날
9,그냥 잘생겼어요....현빈이랑 헤니 얼굴 보다 끝남...그 와중에 내용 챙겨가고 재밌었어요!,공조2: 인터내셔날
7,다나엘이랑 현빈이 잘생김. 너무 잘생김.,공조2: 인터내셔날
7,현빈 다니엘헤니 얼굴합 굿,공조2: 인터내셔날
4,"그만하자 그만하자,,",공조2: 인터내셔날
10,역시...추석엔 이런영화 봐줘야된다니깐 ㄹㅇ,공조2: 인터내셔날
10,걍 졸라 웃기고 재밌었음,공조2: 인터내셔날
10,현빈 윤아 나혼자산다 외국인 유해진얼굴보고 영화보는거면 인정아니면 내년 추석특선영화로 보세요,공조2: 인터내셔날
10,잘봤습니다 재밌네요.,공조2: 인터내셔날
5,1편 대비 재미가 떨어진다,공조2: 인터내셔날
