0,1,2
9,"1편과의 연결고리, 장이수가 신의한수.",범죄도시2
10,코로나로 쌓였던 답답함 다 때려 부시는 화끈함!,범죄도시2
10,1편 보다 재밌기 힘든데 그걸 해냄,범죄도시2
7,구씨 무서운 사람이었네..,범죄도시2
9,누구나 계획은 가지고 있다 동석이형한테 처맞기전까지는,범죄도시2
10,진짜 너무 재밌있습니닼ㅋㅋㅋ,범죄도시2
10,진짜 오랜만에 너무 재밌게 봤어요 ㅜㅜㅜㅜ 강추강추,범죄도시2
7,의외로 웃음 준 캐릭터는 회장님 사모님 ㅋㅋ,범죄도시2
8,손석구가 미쳤음,범죄도시2
9,전편만큼 재미있는 후속편이 여기 있다. 계획대로 시리즈로 계속 만듭시다!!,범죄도시2
10,CG에 돈 많이 썼다는건 개구라임. 다만 직접 판도라가서 수중촬영하긴 빡쎘을거 같음. 나비족 섭외에도 돈 많이 썼겠드만...,아바타: 물의 길
10,말이안되네 ㅋㅋㅋ 어케만든겨,아바타: 물의 길
10,미래에도 영화관이 있어야 되는 이유를 보여준 영화.,아바타: 물의 길
10,제일궁금했던건 2009년도에도 대단했던 CG기술이 2022년도에 얼마나 대단해졌을까..?13년의 기다림이 아깝지 않았습니다.,아바타: 물의 길
10,믿고보는 아바타 아쿠아리움에 있는줄..3시간이 어떻게 간건지 모르겠어요,아바타: 물의 길
10,진짜 올해 최고의 영화네 제임스 카메론 그는 도대체... 첫회차는 그냥 2D로 봤는데 영상미가 뛰어나서 3D로 볼만하겠다.. 3시간이 짧게 느껴진다... 무조건 극장에서 봐야하고 큰 화면에서 봐야한다,아바타: 물의 길
10,찢었다3탄 기다릴고여,아바타: 물의 길
10,카메룬 영감…사랑해…,아바타: 물의 길
10,영상미 하나로 10점 아맥 3d로 보세요 꼭 이토록 눈이 즐거운 영화는 얼마만인가....,아바타: 물의 길
10,이영화 미쳤다! 13년 기다린 보람이 있습니다!,아바타: 물의 길
10,CG에 돈 많이 썼다는건 개구라임. 다만 직접 판도라가서 수중촬영하긴 빡쎘을거 같음. 나비족 섭외에도 돈 많이 썼겠드만...,아바타: 물의 길
10,말이안되네 ㅋㅋㅋ 어케만든겨,아바타: 물의 길
10,미래에도 영화관이 있어야 되는 이유를 보여준 영화.,아바타: 물의 길
10,제일궁금했던건 2009년도에도 대단했던 CG기술이 2022년도에 얼마나 대단해졌을까..?13년의 기다림이 아깝지 않았습니다.,아바타: 물의 길
10,믿고보는 아바타 아쿠아리움에 있는줄..3시간이 어떻게 간건지 모르겠어요,아바타: 물의 길
10,진짜 올해 최고의 영화네 제임스 카메론 그는 도대체... 첫회차는 그냥 2D로 봤는데 영상미가 뛰어나서 3D로 볼만하겠다.. 3시간이 짧게 느껴진다... 무조건 극장에서 봐야하고 큰 화면에서 봐야한다,아바타: 물의 길
10,찢었다3탄 기다릴고여,아바타: 물의 길
10,카메룬 영감…사랑해…,아바타: 물의 길
10,영상미 하나로 10점 아맥 3d로 보세요 꼭 이토록 눈이 즐거운 영화는 얼마만인가....,아바타: 물의 길
10,이영화 미쳤다! 13년 기다린 보람이 있습니다!,아바타: 물의 길
10,2만원에 외계 행성 여행이면 저렴하네요,아바타: 물의 길
10,평점 개판났네..최소 9.5점짜리입니다,아바타: 물의 길
8,영화본다고 생각하지말고 외계 아쿠아리움 구경한다고 생각하고 보세요,아바타: 물의 길
10,왜 자꾸 cg가 대단하다고 뻥치는지 모르겠다이건 그냥 판도라 행성 가서 찍은거잖아,아바타: 물의 길
10,영상미 하나만으로도 충분히 볼 가치가있다,아바타: 물의 길
10,스토리가 새로운 영화는 아닙니다. 하지만 아바타 세계관에 집중할 수 있도록 스토리를 만들었으며 보여지는 장면 하나하나가 너무 알차고 경이롭습니다.   새로운 재미보다 아바타 세상에 체험한다는 시점으로 영화를 관람하면 더 재밌을 것 같습니다.,아바타: 물의 길
9,"자식들은 말 안듣고, 툴쿤이 제일 말 잘 듣네",아바타: 물의 길
10,CG미쳤다 바다 물멍 잘하고 갑니다,아바타: 물의 길
10, 3D 안경 착용하고 3시간 길이의 영화를 보는 건  버겁지만 바닷 속 시각적인 디테일과 환경 보존에 대한 메세지를 잘 전달한 영화.,아바타: 물의 길
10,"영화관의 존재 이유를 상기시키는 영화. 영화가 관객에게 주는 가치와 즐거움이 다양할텐데, 아바타2는 영화관에서 즐길 수 있는 영화적 체험 측면에서 역대 최고라고 할 수 있음",아바타: 물의 길
10,평점 잘 안주는데 만점 줄려고 왔다,탑건: 매버릭
10,영화관이 필요한 이유,탑건: 매버릭
10,중국 애들은 불쌍타 나라 잘못 만나서 이런 영화를 극장에서 못보다니 ㅋㅋ,탑건: 매버릭
10,감동의눈물 나올정도입니다. 평점10점급임.  내가 전투기 탄 기분이였음,탑건: 매버릭
10,"이 시대의 마지막 액션스타, ""톰 크루즈""",탑건: 매버릭
10,탑건1(1986년)의 36년만의 나온 속편. 매우 만족 스러웠고 매우 재밌었다 무조건 특별관에서 봐야되는 영화 2022년 개봉작 영화중에서 범죄도시2 이후 2번째로 엄청 좋았던 영화 톰 크루즈 미모는 여전히 잘생겼다 1편을 보고 가야되는 질문에서 답을 하자면 1편 보고 가는게 더 좋다 ...</span>,탑건: 매버릭
10,다른 말이 필요한가 레.전.드,탑건: 매버릭
10,개쩐다 말이 필요없음 직접확인,탑건: 매버릭
10,감동까지 겸비한 최고의 블록버스터,탑건: 매버릭
10,지린다... 지려 할말이 없게 만듬..,탑건: 매버릭
10,평점 잘 안주는데 만점 줄려고 왔다,탑건: 매버릭
10,영화관이 필요한 이유,탑건: 매버릭
10,중국 애들은 불쌍타 나라 잘못 만나서 이런 영화를 극장에서 못보다니 ㅋㅋ,탑건: 매버릭
10,감동의눈물 나올정도입니다. 평점10점급임.  내가 전투기 탄 기분이였음,탑건: 매버릭
10,"이 시대의 마지막 액션스타, ""톰 크루즈""",탑건: 매버릭
10,탑건1(1986년)의 36년만의 나온 속편. 매우 만족 스러웠고 매우 재밌었다 무조건 특별관에서 봐야되는 영화 2022년 개봉작 영화중에서 범죄도시2 이후 2번째로 엄청 좋았던 영화 톰 크루즈 미모는 여전히 잘생겼다 1편을 보고 가야되는 질문에서 답을 하자면 1편 보고 가는게 더 좋다 ...</span>,탑건: 매버릭
10,다른 말이 필요한가 레.전.드,탑건: 매버릭
10,개쩐다 말이 필요없음 직접확인,탑건: 매버릭
10,감동까지 겸비한 최고의 블록버스터,탑건: 매버릭
10,지린다... 지려 할말이 없게 만듬..,탑건: 매버릭
10,영화관에서 탑건 보고 집에 가려고 차 핸들 잡는데 F-18 탄것도 아니면서 쓸데없이 비장해짐,탑건: 매버릭
10,돌아가신 아버지가 탑건1을 좋아하셨는데 살아계시다면 꼭 함께 아이맥스관에서 관람하고 싶었어요 아버지와 함께 보는 기분으로 봤어요,탑건: 매버릭
10,영화 보고 이렇게 기분 좋게 나왔던거 너무 오랜만인것같다 ㅋㅋㅋ,탑건: 매버릭
10,"CG시대에 실제 항공기 비행촬영을 한, OTT시대에도 왜 영화관이어야 하는지 새삼 알려준, 헐리우드 영화 황금기 그 시절 극장에서 박수치고 가슴뛰며 보던 그 흥분을 다시 느끼게 해준 영화! 오프닝 탑건 ANTHEM과 케니 로긴스의 Danger Zone을 2022년 극장에서 다시 들을줄이야...",탑건: 매버릭
10,"범죄도시2 재미있죠. 그런데 말입니다, 이거 한번 보고 오시죠.비행기 액션 영화인데 가슴이 웅장해지고 눈물 나올뻔함. 아니 진심 울컥했다니까요. 주변에서 눈물 삼키는 소리인지, 에어컨 때문에 추워서 코 훌쩍이는건진 모르겠는데 난 그냥 다른 사람들 눈물 흘리는 소리인줄 알았음. 뭐...</span>",탑건: 매버릭
10,기체 틀때 파일럿의 몸도 제껴 지니 나까지 심장이  터질듯했다. 미친 명화  탄생  10점 밖에  못 줘서  미안하다.탐형님 만수무강하시길,탑건: 매버릭
10,마하10 별점10점!!,탑건: 매버릭
10,매버릭은 낭만 그자체다 우리는 탐크루즈 시대의 살고있다,탑건: 매버릭
10,미친영화 진심 미친영화특히 마지막 15분은 진짜 영화의 대비를 장식하는 역대 최고의 전투기씬. 톰 크루즈 커리어에 영원히 남을 올해 최고의 대작영화는 진짜 이렇게 만들어야 한다최고의 대작!!3번 보고 또 볼 예정,탑건: 매버릭
10,3~40년을 건너뛰어 돌아온 것 만으로도 열광할 이유는 충분하다... 찬사를 보낸다.,탑건: 매버릭
10,"삼십 대의 내가 십 대, 이십 대의 나를 만났다",스파이더맨: 노 웨이 홈
10,스파이더맨 1 부터 본 사람이면 재미없을 수가 없다,스파이더맨: 노 웨이 홈
10,전 스파이더맨  두명이 자책했던 일들이 여기서 어느정도 구원받았다는거에  감사드립니다,스파이더맨: 노 웨이 홈
10,엔드게임을 뛰어넘는 영화가 죽기전에 나올까 생각했었는데.. 2년만에 나왔습니다,스파이더맨: 노 웨이 홈
10,마블이 준비한 크리스마스 선물,스파이더맨: 노 웨이 홈
9,21세기 가장 최고의 X소리 : 어벤져스 이후 마블 영화는 안봄.,스파이더맨: 노 웨이 홈
5,잼민이새끼 개빡치네. 내가 닥스였으면 혈압 터져서 죽었음,스파이더맨: 노 웨이 홈
10,"닥터옥토버스가 토비에게 ""다컸구나 잘지냈니?"" 는 어린시절 스파이더맨보고자란 사람들에게 하는말 같았고 토비의 ""애쓰고있죠"" 또한 내 상황에 너무 잘들어맞아 울컥했다",스파이더맨: 노 웨이 홈
10,개인적으로 그린 고블린이 살렸다,스파이더맨: 노 웨이 홈
10,원하는거 다 보여줌 ㅋㅋㅋㅋ,스파이더맨: 노 웨이 홈
10,"삼십 대의 내가 십 대, 이십 대의 나를 만났다",스파이더맨: 노 웨이 홈
10,스파이더맨 1 부터 본 사람이면 재미없을 수가 없다,스파이더맨: 노 웨이 홈
10,전 스파이더맨  두명이 자책했던 일들이 여기서 어느정도 구원받았다는거에  감사드립니다,스파이더맨: 노 웨이 홈
10,엔드게임을 뛰어넘는 영화가 죽기전에 나올까 생각했었는데.. 2년만에 나왔습니다,스파이더맨: 노 웨이 홈
10,마블이 준비한 크리스마스 선물,스파이더맨: 노 웨이 홈
9,21세기 가장 최고의 X소리 : 어벤져스 이후 마블 영화는 안봄.,스파이더맨: 노 웨이 홈
5,잼민이새끼 개빡치네. 내가 닥스였으면 혈압 터져서 죽었음,스파이더맨: 노 웨이 홈
10,"닥터옥토버스가 토비에게 ""다컸구나 잘지냈니?"" 는 어린시절 스파이더맨보고자란 사람들에게 하는말 같았고 토비의 ""애쓰고있죠"" 또한 내 상황에 너무 잘들어맞아 울컥했다",스파이더맨: 노 웨이 홈
10,개인적으로 그린 고블린이 살렸다,스파이더맨: 노 웨이 홈
10,원하는거 다 보여줌 ㅋㅋㅋㅋ,스파이더맨: 노 웨이 홈
8,계속 잔상처럼 남아있는 앤드류가 떨어지는 MJ를 구하고 나서 눈물 맺힌 눈,스파이더맨: 노 웨이 홈
10,가능하면 여분의 팬티를 챙겨가세요,스파이더맨: 노 웨이 홈
10,??? : 암세포도 생명이다,스파이더맨: 노 웨이 홈
10,You are amazing!,스파이더맨: 노 웨이 홈
10,"수많은 빌런들의 등장으로 스토리가 중구난방이 될까 걱정했지만,그들의 등장은 레전드 장면을 위한 빌드업이었다.",스파이더맨: 노 웨이 홈
10,이건 스파이더맨 팬들을 향한 눈물나는 선물같은 영화 ㅠㅠ,스파이더맨: 노 웨이 홈
10,어벤저스에서 선배들과 조별과제를 해본 피터 파커의 하드캐리 명작,스파이더맨: 노 웨이 홈
10,우리는 스파이더맨’들’을 사랑해,스파이더맨: 노 웨이 홈
10, 스포 당하기 전에 얼른 보세요.개인적으로 이 영화는 엔드게임과 비등합니다.,스파이더맨: 노 웨이 홈
10,그동안 안죽고 열심히 살길 잘했다,스파이더맨: 노 웨이 홈
10,톰의 스파이더맨이 이렇게 끝나도 완벽했다고 할정도로 스토리라인 넘좋았음 하지만 3편 연장계약ㅋㅋㅋㅋ톰스파 영원하자,스파이더맨: 노 웨이 홈
10,엔딩크레딧 올라가는 와중에도 계속 울었네요. mcu 입문 계기가 시빌워 스파이더맨 등장이었을 만큼 예전부터 스파이더맨을 좋아했고 지금도 좋아합니다. 후회없으실 거예요. 스파이더맨을 사랑하는 사람들이라면 울지 않을 수 없게 만드는 요소가 가득합니다. 최근들어 가장 값지게 ...</span>,스파이더맨: 노 웨이 홈
10,모두에게 잊혀지더라도 원래 도와주던 자리로 돌아가는구나..,스파이더맨: 노 웨이 홈
10,진짜 이터널스보고 찢겨진 내 영혼.. 이걸로 회복했네요.. 텍마머니..모든 스파이더맨의 정수가 담겨있음,스파이더맨: 노 웨이 홈
10,감독 : 여러분이 뭘 좋아하실지 몰라서 그냥 다 준비했습니다.,스파이더맨: 노 웨이 홈
10,아놔 기대 하고 갔는데.... 기대를 훌쩍 뛰어넘는 ㅠ,스파이더맨: 노 웨이 홈
10,스파이더맨 : 엔드게임,스파이더맨: 노 웨이 홈
8,그린고블린이 캐리한 영화다. 샌드맨은 갱생했단 놈이 갑자기 주인공 공격하고 앉았는데 납득이 좀 안갔음,스파이더맨: 노 웨이 홈
8,모든 스파이더맨 시리즈를 보아온 사람에게는 선물과도 같은 영화,스파이더맨: 노 웨이 홈
7,버튼 눌렀으면 이모 죽을 일도 없잖아....중간에 좀 답답함,스파이더맨: 노 웨이 홈
10,큰 힘엔 큰 책임이 따른다,스파이더맨: 노 웨이 홈
10,여러분의 기대 이상입니다.,스파이더맨: 노 웨이 홈
10,앤드류가 mj 구할때 그 장면을 잊지 못하겠다. 아니 근데 톰 연기 왜이렇게 늘었어,스파이더맨: 노 웨이 홈
9,덕후들 심장 터지게 하려고 이갈고 만든 영화..레전드로 남을듯,스파이더맨: 노 웨이 홈
10,역시 믿고보는 스파이더맨 시리즈,스파이더맨: 노 웨이 홈
8,그웬 오마주 장면 하나만으로도.,스파이더맨: 노 웨이 홈
9,애새1기더맨의 홀로서기 성공,스파이더맨: 노 웨이 홈
8,초반 스파이더맨의 선택에 갸우뚱하지만 그런 선택이 스파이더맨의 존재이유였다.,스파이더맨: 노 웨이 홈
10,스파이더맨의 완성 그냥 미쳤음,스파이더맨: 노 웨이 홈
10,그냥 미쳤어요.. 집가서 스파이더맨 시리즈 다시볼거야 ㅠㅠ,스파이더맨: 노 웨이 홈
10,마침내 왜구와 헤어질 결심…,한산: 용의 출현
10,조선이 그렇게 만만합니까?,한산: 용의 출현
9,이렇게 짜릿한 승리의 기록을 영화로 두고두고 남기지 않을 이유가 있을까 전략의 힘도 있지만 배 안에서 노를 젓던 민초들의 땀방울을 기억하라,한산: 용의 출현
10,이건 무조건 극장에서 봐야함,한산: 용의 출현
10,일본 사람들은 이 재미를 알까,한산: 용의 출현
10,"하늘엔 탑건, 바다엔 한산. 웅장함과 벅찬 감동은 덤이네요. 부모님과 한 번 더 봐야겠네요.",한산: 용의 출현
10,"박해일이 연기한 이순신 감명 깊었습니다,, 거북선 등장할 때 소름!",한산: 용의 출현
10,후반을 위한 빌드업이 흥미진진했고 전투씬 자체만으로 극장에서 볼 가치는 충분,한산: 용의 출현
10,진짜 이 영화에 얼마나 정성을 쏟았는지 그 노력에 박수를 쳐주고 싶다. N차각,한산: 용의 출현
10,"욜라 재밌네, 학익직은 무조건 큰 스크린에서 봐야되네 무조건이다 !!",한산: 용의 출현
10,마침내 왜구와 헤어질 결심…,한산: 용의 출현
10,조선이 그렇게 만만합니까?,한산: 용의 출현
9,이렇게 짜릿한 승리의 기록을 영화로 두고두고 남기지 않을 이유가 있을까 전략의 힘도 있지만 배 안에서 노를 젓던 민초들의 땀방울을 기억하라,한산: 용의 출현
10,이건 무조건 극장에서 봐야함,한산: 용의 출현
10,일본 사람들은 이 재미를 알까,한산: 용의 출현
10,"하늘엔 탑건, 바다엔 한산. 웅장함과 벅찬 감동은 덤이네요. 부모님과 한 번 더 봐야겠네요.",한산: 용의 출현
10,"박해일이 연기한 이순신 감명 깊었습니다,, 거북선 등장할 때 소름!",한산: 용의 출현
10,후반을 위한 빌드업이 흥미진진했고 전투씬 자체만으로 극장에서 볼 가치는 충분,한산: 용의 출현
10,진짜 이 영화에 얼마나 정성을 쏟았는지 그 노력에 박수를 쳐주고 싶다. N차각,한산: 용의 출현
10,"욜라 재밌네, 학익직은 무조건 큰 스크린에서 봐야되네 무조건이다 !!",한산: 용의 출현
10,공조2는 눈호강 오지게 하다 나옴.. 현빈&amp;헤니 진짜 가슴 벅차게 잘생겼슴니다... 그 둘 얼굴이 줄거리고 장르.. 둘 전신 샷 나올 때마다 행복해요 진짜 액션 시원시원하고 그냥 현빈이 너무 멋있어ㅠㅠㅠ 잭 폴리스 옷 입었을 때 잡혀가고 싶었어요 추석 때 가족들끼리 가볍게 보기 좋은 ...</span>,공조2: 인터내셔날
10,묵직했던 전편에 비해 이번엔 더 시원한 액션과 유쾌한 큰웃음까지 다 담긴 속편,공조2: 인터내셔날
10,와 이렇게 재밌어서 중간에 한 번도 시계 안 본 한국 영화는 ㄹㅇ 몇년만이다. 현빈 진짜 멋있고 진선규 연기가 진심 미쳤음;; 보다가 연기에 감탄함. 대추천. 간만에 돈 안 아까운 영화.,공조2: 인터내셔날
10,하아 현빈 …. 현빈 현빈,공조2: 인터내셔날
10,아 진짜 3도 나와라~~,공조2: 인터내셔날
